,tanggal,jenis_kejadian_bencana,alamat,location,latitude,longitude
10783,2020-10-05,Kebakaran," Jln. Lebak Bulus 1, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Lebak Bulus 1, Cilandak, DKI Jakarta, 12440",-6.297835737714199,106.78163177210524
10784,2020-10-05,Kebakaran," Jl. Pakubuwono VI, Gunung, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Pakubuwono VI, Kebayoran Baru, DKI Jakarta, 12120",-6.234881274446775,106.79195367886567
10787,2020-10-05,Kebakaran,"Jl R.E Martadinata Rw 08 , Papanggo, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan R. E. Martadinata 8, Tanjung Priok, DKI Jakarta, 14310",-6.11074000881554,106.87970003433514
10789,2020-10-05,Kebakaran,"Jl. MH Thamrin Titik kenal lampu merah Bank Indonesia, Gambir , Gambir,  Kota Administrasi Jakarta Pusat","Jalan M H Thamrin, Gambir, DKI Jakarta, 10110",-6.182176996025564,106.8228243333517
10809,2020-10-05,Kebakaran,"Tol Jagorawi Arah Cawang Pintu Tol Cililitan, Cililitan, Kramat Jati,  Kota Administrasi Jakarta Timur","Cililitan, Kramatjati, DKI Jakarta",-6.265199999999936,106.86148000000009
10810,2020-10-05,Kebakaran,"Jl. Lembang No.56A, Menteng, Menteng,  Kota Administrasi Jakarta Pusat","Jalan Lembang 56A, Menteng, DKI Jakarta, 10310",-6.202880007309318,106.83606996519308
10811,2020-10-05,Kebakaran,"Jl. bangun Cipta Sarana No.75, Kelapa Gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Bangun Cipta Sarana 75, Kelapa Gading, DKI Jakarta, 14240",-6.178720009596418,106.90689998069166
10812,2020-10-05,Kebakaran,"Jl. Kristal No.127 - 128, Kedaung Kali Angke, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Kristal 127, Cengkareng, DKI Jakarta, 11710",-6.144529722088749,106.75194106436858
10818,2020-10-06,Kebakaran,"Jl. Gudang Peluru Selatan III, Blok. S, No. 47, Kebon Baru, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Gudang Peluru Selatan 3 47, Tebet, DKI Jakarta, 12830",-6.231416153615356,106.8614991485278
10819,2020-10-06,Kebakaran,"Jl. Gudang Peluru, Blok. A I, Kebon Baru, Tebet,  Kota Administrasi Jakarta Selatan","Jalan Gudang Peluru, Tebet, DKI Jakarta, 12830",-6.227403638411492,106.8621835537514
10835,2020-10-06,Kebakaran,"Jl. Raya Lenteng Agung, Jagakarsa, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Raya Lenteng Agung, Jagakarsa, DKI Jakarta, 12640",-6.339894955204748,106.83334006314786
10838,2020-10-07,Kebakaran,"Jl.Utama Sakti IV No..18 - 20, Wijaya Kusuma, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Utama Sakti II 18, Grogol Petamburan, DKI Jakarta, 11460",-6.152772732733757,106.77721190309143
10839,2020-10-07,Kebakaran,"Jl.Bina MargaPanti sosial Budi Mulya, Ceger, Cipayung,  Kota Administrasi Jakarta Timur","Ceger, Cipayung, DKI Jakarta",-6.306349999999952,106.89048000000008
10848,2020-10-07,Kebakaran,"Jln. Al Fajri No.1A Komplek Bank Niaga, Pejaten Barat, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Al Fajri Raya 1A, Pasar Minggu, DKI Jakarta, 12510",-6.269750604180793,106.83792414573256
10856,2020-10-07,Kebakaran,"Jl.Poncol 2 , Gandaria Selatan, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Poncol 2, Cilandak, DKI Jakarta, 12420",-6.277249993885519,106.79160002935288
10857,2020-10-07,Kebakaran,"  Jln. Kemang Utara XI Ujung, Pela Mampang, Mampang Prapatan,  Kota Administrasi Jakarta Selatan","Jalan Kemang Utara, Mampang Prapatan, DKI Jakarta, 12730",-6.257986170126457,106.82187279910674
10859,2020-10-08,Kebakaran," Jln. TPU Joglo, GG. Kubur , Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Jalan TPU Joglo, Kembangan, DKI Jakarta, 11640",-6.220707836241971,106.7577980967536
10863,2020-10-08,Kebakaran,"Jl. Gotong Royong, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Gotong Royong, Tanjung Priok, DKI Jakarta, 14320",-6.125219956098697,106.89294008859102
10864,2020-10-08,Kebakaran,"Jl. Empang Bahagia Gg.IX No.31, Jelambar, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jalan Empang Bahagia 31, Grogol Petamburan, DKI Jakarta, 11460",-6.158732038687212,106.78868561783834
10865,2020-10-08,Kebakaran,"Jl. Kramat Bunder, Kramat, Senen,  Kota Administrasi Jakarta Pusat","Jalan Kramat Bunder, Senen, DKI Jakarta, 10450",-6.177347115974635,106.84378907733021
10866,2020-10-09,Kebakaran,"Jl. Muara Baru Ujung, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Muara Baru, Penjaringan, DKI Jakarta, 14440",-6.111678278065325,106.80251256059849
10869,2020-10-09,Kebakaran,"Jl. Budaya Condet No.36A, Batu Ampar, Kramat Jati,  Kota Administrasi Jakarta Timur","Jalan Budaya 36A, Kramatjati, DKI Jakarta, 13520",-6.272695912242646,106.8603493569084
10870,2020-10-09,Kebakaran,"Jl. Jatipadang Raya, Jatipadang, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Jati Padang Raya, Pasar Minggu, DKI Jakarta, 12540",-6.289934694612469,106.8288571527442
10872,2020-10-09,Kebakaran,"Jl. Pademangan 3, Pademangan Timur, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Pademangan 3, Pademangan, DKI Jakarta, 14410",-6.143439992397759,106.85056998713435
10890,2020-10-09,Kebakaran,"Jl. Baru, Gg. 2 Dalam, Kelapa Dua (Gereja Jawa), Cilincing, Cilincing,  Kota Administrasi Jakarta Utara","Jalan Baru 2, Cilincing, DKI Jakarta, 14120",-6.105541625580024,106.93332086039713
10892,2020-10-10,Kebakaran,"Jl, Kebayoran Lama No.23A, Sukabumi Selatan, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Kebayoran Lama 23A, Kebon Jeruk, DKI Jakarta, 11560",-6.220499962205302,106.77843242718009
10895,2020-10-10,Kebakaran,"Komplek Winsor Jl. Namin, Cipete Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Cipete Utara, Kebayoran Baru, DKI Jakarta",-6.261479999999949,106.80823000000004
10908,2020-10-10,Kebakaran,"Jl.lebak Bulus raya, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Lebak Bulus Raya, Cilandak, DKI Jakarta, 12440",-6.296958393161276,106.77351739733446
10918,2020-10-11,Kebakaran,"Jalan F, Kebon Baru, Tebet,  Kota Administrasi Jakarta Selatan","Kebon Baru, Tebet, DKI Jakarta",-6.2251999999999725,106.86325000000005
10930,2020-10-11,Kebakaran,"Jl. mandara Permai VII (Ruko Metro Blok JD6), Kapuk Muara, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Mandara Permai VII, Penjaringan, DKI Jakarta, 14460",-6.115589945630916,106.75577220797187
10948,2020-10-12,Kebakaran,"Jl. AMD, Bale kambang, Kramat Jati,  Kota Administrasi Jakarta Timur",Suku Disdik Administrasi Jakarta Timur,-6.268369999999948,106.85950000000008
10954,2020-10-12,Kebakaran,"Jl. Perum Citra 3, Pegadungan, Kalideres,  Kota Administrasi Jakarta Barat","Pegadungan, Kalideres, DKI Jakarta",-6.129859999999951,106.70373000000006
10960,2020-10-13,Kebakaran,"Jln. Tol Jorr TB. Simatupang dari arah Lebak Bulus menuju Pasar Rebo, Kebagusan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Kebagusan, Pasar Minggu, DKI Jakarta",-6.307519999999954,106.83260000000007
10963,2020-10-14,Kebakaran,"Jl.Pisangan Lama 3, Pisangan Timur, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Pisangan Lama 3, Pulogadung, DKI Jakarta, 13230",-6.213109994406395,106.87629999913105
10964,2020-10-13,Kebakaran,"Jl.Taman Bunga 1, Kota Bambu Selatan, Palmerah,  Kota Administrasi Jakarta Barat","Kota Bambu Selatan, Palmerah, DKI Jakarta",-6.186469999999929,106.80362000000008
10973,2020-10-14,Kebakaran,"Jl. lingkungan, Kampung Tengah, Kramat Jati,  Kota Administrasi Jakarta Timur","Kampung Tengah, Kramatjati, DKI Jakarta",-6.2884299999999484,106.86921000000007
10974,2020-10-14,Kebakaran,"Rusun Marunda Blok C1 Lt.1 No.109, Marunda, Cilincing,  Kota Administrasi Jakarta Utara","Marunda, Cilincing, DKI Jakarta",-6.118959999999959,106.95709000000005
10975,2020-10-14,Kebakaran,"Jl. Kelapa Puan Timur I Blok Ne2 No.33, Pegangsaan Dua, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Kelapa Puan Timur, Kelapa Gading, DKI Jakarta, 14250",-6.163234779400715,106.91368059353317
10976,2020-10-15,Kebakaran,"Jl. Juanda 1A, kebon kelapa , Gambir,  Kota Administrasi Jakarta Pusat","Jalan Juanda 1A, Gambir, DKI Jakarta, 10120",-6.1669672477064195,106.82969513339674
10987,2020-10-16,Kebakaran,"Jl. Kali anyar 10 No. 24, Kali anyar, Tambora,  Kota Administrasi Jakarta Barat","Jalan Kalianyar 10, Tambora, DKI Jakarta, 11280",-6.159600008353408,106.79876001868337
11000,2020-10-15,Kebakaran,"Jl. Ukir 1 No. 59, Kapuk, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Ukir 1, Cengkareng, DKI Jakarta, 11720",-6.15203999269383,106.74686002859232
11001,2020-10-16,Kebakaran," Jalan Nurul Amal , Cengkareng Timur, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Nurul Amal, Cengkareng, DKI Jakarta, 11730",-6.148094841398988,106.73218467199257
11002,2020-10-16,Kebakaran," Jl pondok kopi raya, Pondok Kopi, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Pondok Kopi Raya, Duren Sawit, DKI Jakarta, 13460",-6.2217066462541375,106.94173070582684
11003,2020-10-16,Kebakaran,"Swasembada Barat 11, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Swasembada Barat 11, Tanjung Priok, DKI Jakarta, 14320",-6.122709953283291,106.88695221102235
11006,2020-10-16,Kebakaran,"Jl.Kopyor 12, Duren Sawit, Duren Sawit,  Kota Administrasi Jakarta Timur",Pusat Pelatihan Pendidikan Kejuruan Kota Administrasi Jakarta Timur,-6.232399999999927,106.91012000000006
11007,2020-10-16,Kebakaran,"Jl.Cileduk Raya ( PT.Blue Bird TAXI ), Cipulir, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Cileduk Raya, Kebayoran Lama, DKI Jakarta, 12230",-6.237006420433567,106.76836223166929
11009,2020-10-16,Kebakaran,"Jl.Tol Jakarta Merak KM.74, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat",Kantor Walikota Administrasi Jakarta Barat,-6.184829999999977,106.73777000000007
11010,2020-10-16,Kebakaran,"Jl.Pancoran Barat VI, Pancoran, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Pancoran Barat VI, Pancoran, DKI Jakarta, 12780",-6.249317106661658,106.83827007799727
11019,2020-10-16,Kebakaran,"Jl.Salman No..13 Kp.Rawa 2, Kebon Jeruk, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Salman 13, Kebon Jeruk, DKI Jakarta, 11530",-6.196672989347364,106.77693804534637
11026,2020-10-17,Kebakaran,"Jl. Giri kencanan No.118, cilangkap, Cipayung,  Kota Administrasi Jakarta Timur","Jalan Giri Kencana 118, Cipayung, DKI Jakarta, 13870",-6.34035717984726,106.90290430581153
11027,2020-10-17,Kebakaran,"Jl. Anggrek Garuda, kemanggisan, Palmerah,  Kota Administrasi Jakarta Barat","Jalan Anggrek Garuda, Palmerah, DKI Jakarta, 11480",-6.1928205971676835,106.79536794345672
11028,2020-10-17,Kebakaran,"Jl. K.S. Tubun I Gg. Harian, Kota Bambu Utara, Palmerah,  Kota Administrasi Jakarta Barat","Kota Bambu Utara, Palmerah, DKI Jakarta",-6.183569999999975,106.80380000000008
11040,2020-10-18,Kebakaran,"Jln. Cipinang Muara 3 No.20, Cipinang Muara, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan Cipinang Muara 3 20, Jatinegara, DKI Jakarta, 13380",-6.220850011436667,106.8928600414157
11062,2020-10-19,Kebakaran,"Jl. D.I Panjaitan, Cipinang Cimpedak, Jatinegara,  Kota Administrasi Jakarta Timur","Jalan D I Panjaitan, Jatinegara, DKI Jakarta, 13340",-6.2335245210177215,106.87643933663719
11069,2020-10-19,Kebakaran,"Jln.Taman Malaka Selatan 2,Belakang GMC, Pondok Kelapa, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Taman Malaka Selatan 2, Duren Sawit, DKI Jakarta, 13450",-6.232559991177439,106.93006999182052
11070,2020-10-19,Kebakaran,"Jl.Pasir, Ciganjur, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Pasir, Jagakarsa, DKI Jakarta, 12630",-6.334846174505708,106.80219996710149
11071,2020-10-19,Kebakaran,"Jl.Otista 3 ( Titik Kenal Dep.Agama ), Cipinang Cimpedak, Jatinegara,  Kota Administrasi Jakarta Timur",,,
11086,2020-10-20,Kebakaran,"Pasar Induk Beras Cipinang Blok F, Pisangan Timur, Pulogadung,  Kota Administrasi Jakarta Timur","Pisangan Timur, Pulogadung, DKI Jakarta",-6.21037999999993,106.87870000000004
11088,2020-10-21,Kebakaran,"Jl. Boulevart Barat Raya No. 12, Kelapa gading Barat, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Boulevard Barat Raya 12, Kelapa Gading, DKI Jakarta, 14240",-6.15369001224343,106.89303002641213
11102,2020-10-21,Kebakaran,"Jl. Kesatrian Raya No. 13, Kebon Manggis, Matraman,  Kota Administrasi Jakarta Timur","Jalan Kesatrian 13, Matraman, DKI Jakarta, 13150",-6.206050001180756,106.85755001700369
11111,2020-10-22,Kebakaran," Jln. Malaka Biru 2 No.16, Pondok Kopi, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Malaka Biru 2 16, Duren Sawit, DKI Jakarta, 13460",-6.22369998424486,106.93978998201891
11112,2020-10-22,Kebakaran,"Komplek DKI Blok C 1,, Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Blok A 1, Kembangan, DKI Jakarta, 11640",-6.215470003064482,106.73514003247726
11113,2020-10-22,Kebakaran,"Jl. Boulevard Timur RW.16(Taman Joging), Kelapa Gading Timur, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Boulevard Timur, Kelapa Gading, DKI Jakarta, 14240",-6.162080384612956,106.9077697672386
11121,2020-10-22,Kebakaran,"Jl.Keadilan 3 No..21, Glodok, Tamansari,  Kota Administrasi Jakarta Barat","Jalan Keadilan 3 21, Tamansari, DKI Jakarta, 11120",-6.147639996440915,106.81314998623594
11122,2020-10-23,Kebakaran,"Jl.Peternakan Raya 1 Gg.Cocong, Kapuk, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Peternakan Raya 1, Cengkareng, DKI Jakarta, 11720",-6.149950007046556,106.77171999903942
11126,2020-10-23,Kebakaran,"Jl. Cipulir 1, Cipulir, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Cipulir 1, Kebayoran Lama, DKI Jakarta, 12230",-6.236579993849887,106.7730500394353
11129,2020-10-24,Kebakaran,"Jl. Inspeksi Kali Sunter , Kelapa Gading Barat, Kelapa Gading,  Kota Administrasi Jakarta Utara","Jalan Inspeksi Kali Sunter, Kelapa Gading, DKI Jakarta, 14240",-6.158918999868867,106.88430736151173
11130,2020-10-24,Kebakaran,"Jl.KH.Zainul Arifin,Komplek Ruko Ketapang Permai B5 No.27, Petojo Utara, Gambir,  Kota Administrasi Jakarta Pusat","Petojo Utara, Gambir, DKI Jakarta",-6.165649999999971,106.81337000000008
11132,2020-10-24,Kebakaran,"Jl. R.A. Kartini No. 16, Cilandak barat, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan R. A. Kartini 16, Cilandak, DKI Jakarta, 12430",-6.292629989931655,106.78770998808915
11142,2020-10-25,Kebakaran,"Kp. Rawa Badung, Jatinegara, Cakung,  Kota Administrasi Jakarta Timur","Jalan Rawa Badung, Cakung, DKI Jakarta, 13930",-6.209563960967638,106.921982119319
11146,2020-10-25,Kebakaran,"Jl. Sultan Agung No.1, Pasar Manggis, Setiabudi,  Kota Administrasi Jakarta Selatan","Jalan Sultan Agung 1, Setiabudi, DKI Jakarta, 12980",-6.20483001517357,106.8305400045731
11147,2020-10-25,Kebakaran,"Jl. Pasar Minggu, Kembangan Selatan, Kembangan,  Kota Administrasi Jakarta Barat","Kembangan Selatan, Kembangan, DKI Jakarta",-6.18268999999998,106.75188000000009
11149,2020-10-25,Kebakaran,"Jalan Taman Semanan Indah  Blok NB No. 48, Duri Kosambi, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Taman Semanan Indah, Cengkareng, DKI Jakarta, 11750",-6.164155612362505,106.72534590721875
11150,2020-10-25,Kebakaran,"Jl. Lap. Banteng Utara No.3-4,, Pasar Baru , Sawah Besar,  Kota Administrasi Jakarta Pusat","Pasar Baru, Sawah Besar, DKI Jakarta",-6.166459999999972,106.83503000000007
11151,2020-10-25,Kebakaran,"Jalan P. Tubagus Angke, titik kenal Rumah duka Jelambar , Jelambar Baru, Grogol Petamburan,  Kota Administrasi Jakarta Barat","Jelambar Baru, Grogol Petamburan, DKI Jakarta",-6.151219999999967,106.78869000000009
11158,2020-10-26,Kebakaran,"Jl. Simprug Golf , Grogol selatan, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Simprug Golf V, Kebayoran Lama, DKI Jakarta, 12220",-6.226680612620611,106.79413253094167
11172,2020-10-26,Kebakaran,"Jl. Pisangan Lama Timur ( Pasar Induk Cipinang ), Pisangan Timur, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Pisangan Lama, Pulogadung, DKI Jakarta, 13230",-6.212534896779834,106.88190011628063
11173,2020-10-27,Kebakaran,"Tol Jagorawi Arah Bogor Km15 +800, Cibubur, Ciracas,  Kota Administrasi Jakarta Timur","Cibubur, Ciracas, DKI Jakarta",-6.354579999999942,106.87864000000008
11174,2020-10-27,Kebakaran,"JL. Raya Pasar Minggu, Pancoran, Pancoran,  Kota Administrasi Jakarta Selatan","Jalan Raya Pasar Minggu, Pancoran, DKI Jakarta, 12780",-6.250644531710473,106.84243762609356
11175,2020-10-27,Kebakaran,"Jl. Joe, Kebagusan, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Joe, Pasar Minggu, DKI Jakarta, 12520",-6.3193413226878965,106.8333079837276
11181,2020-10-27,Kebakaran,"Jl. Mayjend Sutoyo (Under Pass UKI), Cawang, Kramat Jati,  Kota Administrasi Jakarta Timur","Cawang, Kramatjati, DKI Jakarta",-6.252819999999929,106.86459000000008
11182,2020-10-27,Kebakaran,"Jl. Raya Pintu 2 TMII, Lubang Buaya, Cipayung,  Kota Administrasi Jakarta Timur","Lubang Buaya, Cipayung, DKI Jakarta",-6.294089999999926,106.90446000000009
11187,2020-10-27,Kebakaran,"Jl. Tosiga Ujung VII, Kp. Rawa 2, No. 50A, Kebon Jeruk, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Tosiga, Kebon Jeruk, DKI Jakarta, 11530",-6.191366036786306,106.7773712159539
11193,2020-10-28,Kebakaran,"Jl. Budi Mulya IV, Pademangan Barat, Pademangan,  Kota Administrasi Jakarta Utara","Jalan Budi Mulia Gang IV, Pademangan, DKI Jakarta, 14420",-6.134859966628026,106.83588852273508
11195,2020-10-28,Kebakaran,"Jl.Tanah Kusir 2 RW.11, Kebayoran lama Selatan, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Tanah Kusir 2 11, Kebayoran Lama, DKI Jakarta, 12240",-6.257170013271818,106.78157996702083
11196,2020-10-28,Kebakaran,"Jl.Raya Ps,Minggu Depan Rel VOLVO, Pejaten Timur, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Pejaten Timur, Pasar Minggu, DKI Jakarta",-6.27076999999997,106.84840000000008
11198,2020-10-28,Kebakaran," Jl. Tanah Sereal 18 , Tanah Sereal, Tambora,  Kota Administrasi Jakarta Barat","Jalan Tanah Sereal 18, Tambora, DKI Jakarta, 11210",-6.158890019244936,106.81052997094139
11199,2020-10-28,Kebakaran," Jl. Sapta taruna IV No.1 , Pondok Pinang, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Jalan Sapta Taruna 1, Kebayoran Lama, DKI Jakarta, 12230",-6.286240004136346,106.7722799939906
11202,2020-10-28,Kebakaran,"Jl. Kayu Besar, Gg Damai I,, Tegal Alur, Kalideres,  Kota Administrasi Jakarta Barat","Jalan Kayu Besar, Kalideres, DKI Jakarta, 11820",-6.1105088108116,106.71432988350496
11203,2020-10-28,Kebakaran,"Jl.D gg 4, Karang Anyar , Sawah Besar,  Kota Administrasi Jakarta Pusat","Karang Anyar, Sawah Besar, DKI Jakarta",-6.155549999999948,106.82938000000007
11204,2020-10-28,Kebakaran," Jl. HKSN ,  (belakang kantor Kel. Cipulir), Cipulir, Kebayoran Lama,  Kota Administrasi Jakarta Selatan","Cipulir, Kebayoran Lama, DKI Jakarta",-6.235379999999964,106.77198000000004
11207,2020-10-29,Kebakaran,"Jl. Enim 2, Sungai Bambu, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Enim 2, Tanjung Priok, DKI Jakarta, 14330",-6.112283394801122,106.88410982937715
11210,2020-10-29,Kebakaran,"Jl. Serdang Baru1 No. 9, Serdang, Kemayoran,  Kota Administrasi Jakarta Pusat","Jalan Serdang Baru 1 9, Kemayoran, DKI Jakarta, 10650",-6.15824000265367,106.86293999984065
11211,2020-10-29,Kebakaran,"Jl. Swasembada Barat XVI, Kebon Bawang, Tanjung Priok,  Kota Administrasi Jakarta Utara","Jalan Swasembada Barat XVI, Tanjung Priok, DKI Jakarta, 14320",-6.1205203383757425,106.88665965525762
11217,2020-10-30,Kebakaran,"Jl. Daan mogot No. 38, Kedaung Kali Angke, Cengkareng,  Kota Administrasi Jakarta Barat","Jalan Daan Mogot 38, Cengkareng, DKI Jakarta, 11710",-6.157969979642871,106.76476997638343
11219,2020-10-29,Kebakaran,"Jl. Krendang Tengah, No.99, Krendang, Tambora,  Kota Administrasi Jakarta Barat","Jalan Krendang Tengah, Tambora, DKI Jakarta, 11260",-6.149668238725391,106.80391465067179
11220,2020-10-30,Kebakaran,"Jl. Kampung Mangga, No.41, Tugu Selatan, Koja,  Kota Administrasi Jakarta Utara","Tugu Selatan, Koja, DKI Jakarta",-6.135029999999972,106.91540000000003
11236,2020-10-31,Kebakaran,"Jl. Yos Sudarso, Komplek Marinir, Cilandak Timur, Pasar Minggu,  Kota Administrasi Jakarta Selatan","Jalan Yos Sudarso, Pasar Minggu, DKI Jakarta, 12560",-6.305644482196701,106.8121650814969
11237,2020-10-31,Kebakaran,"Jl.Pangeran Jayakarta, Mangga Dua Selatan , Sawah Besar,  Kota Administrasi Jakarta Pusat","Jalan Pangeran Jayakarta, Sawah Besar, DKI Jakarta, 10730",-6.1435778722321,106.83083897865197
11240,2020-10-31,Kebakaran,"Jl.Jeruk Nipis 1 No..20, Duri Kepa, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Jeruk Nipis 1 20, Kebon Jeruk, DKI Jakarta, 11510",-6.184857442032812,106.7747042558376
11241,2020-10-31,Kebakaran,"Jl.Tanah Pasir, Penjaringan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan Tanah Pasir, Penjaringan, DKI Jakarta, 14440",-6.1298731236983555,106.79880859957962
11244,2020-10-31,Kebakaran,"Jl. Teluk Gong, Pejagalan, Penjaringan,  Kota Administrasi Jakarta Utara","Jalan I. Teluk Gong, Penjaringan, DKI Jakarta, 14450",-6.135141302201092,106.78041567646206
11245,2020-10-31,Kebakaran,"Jl.Pendidikan ( Komp Bina Marga ), Pekayon, Pasar Rebo,  Kota Administrasi Jakarta Timur","Jalan Pendidikan, Pasar Rebo, DKI Jakarta, 13790",-6.344150757529781,106.86123009159286
11247,2020-10-25,Kebakaran,"Jl. Kampung Baru Permai Gg. H. Daud Dalam No. 23a, Sukabumi Selatan, Kebun Jeruk,  Kota Administrasi Jakarta Barat","Jalan Kampung Baru Permai, Kebon Jeruk, DKI Jakarta, 11560",-6.225030016653394,106.77211944549633
11248,2020-10-02,Kebakaran,"Jl. H. Tolib, Cipete Utara, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan H, Kebayoran Lama, DKI Jakarta, 12240",-6.258006541858596,106.78424607723257
11249,2020-10-20,Kebakaran,"Jl. Adiyaksa, Lebak Bulus, Cilandak,  Kota Administrasi Jakarta Selatan","Jalan Adiyaksa Raya, Cilandak, DKI Jakarta, 12440",-6.298520954105006,106.77448509946879
11250,2020-10-23,Kebakaran,"Jl. Manunggal 2 Gg. E, Petukangan Selatan, Pesanggrahan,  Kota Administrasi Jakarta Selatan","Jalan Manunggal 2, Pesanggrahan, DKI Jakarta, 12340",-6.244019980655992,106.74827003234452
11251,2020-10-03,Kebakaran,"Jalan Petojo Binatu 2 No.31 RT
03/08, Petojo Utara, Gambir,  Kota Administrasi Jakarta Pusat","Jalan Petojo Binatu 2 31, Gambir, DKI Jakarta, 10130",-6.167970009226337,106.81753003355931
11252,2020-10-10,Kebakaran,"Jl. Kramat Bunder, Kramat, Senen,  Kota Administrasi Jakarta Pusat","Jalan Kramat Bunder, Senen, DKI Jakarta, 10450",-6.177347115974635,106.84378907733021
11792,2020-09-01,Kebakaran,"Jl. Pejambon 1, Gambir , Gambir,  Kota Administrasi Jakarta Pusat","Jalan Pejambon 1, Gambir, DKI Jakarta, 10110",-6.1761199851409145,106.83274000269955
11793,2020-09-01,Kebakaran,"Jl. Gedong Panjang 1, Pekojan, Tambora,  Kota Administrasi Jakarta Barat","Jalan Gedong Panjang 1, Tambora, DKI Jakarta, 11240",-6.134629113888327,106.80634760433801
11794,2020-09-01,Kebakaran,"Jl. Kramat Pela III, No. 7, Pulo, Kebayoran Baru,  Kota Administrasi Jakarta Selatan","Jalan Kamat Pela 3 7, Kebayoran Baru, DKI Jakarta, 12160",-6.250989994151041,106.79531002733637
11796,2020-09-01,Kebakaran,"Jl.TB.Simatupang ( Komnas HAM ), Gedong, Pasar Rebo,  Kota Administrasi Jakarta Timur","Jalan TB Simatupang, Pasar Rebo, DKI Jakarta, 13760",-6.302749964549555,106.85699006396206
11797,2020-09-01,Kebakaran,"Jl.Raya Joglo ( Asrama Damkar ), Joglo, Kembangan,  Kota Administrasi Jakarta Barat","Jalan Raya Joglo, Kembangan, DKI Jakarta, 11640",-6.215424347366648,106.74997004994657
11798,2020-09-01,Kebakaran,"Jl.Kelapa Kopyor 1, Pondok Kelapa, Duren Sawit,  Kota Administrasi Jakarta Timur","Jalan Kelapa Kopyor 1, Duren Sawit, DKI Jakarta, 13450",-6.246844114330845,106.92134170015434
11801,2020-09-01,Kebakaran,"Jl.Pondasi Kp.Ambon, Kayu Putih, Pulogadung,  Kota Administrasi Jakarta Timur","Jalan Pondasi, Pulogadung, DKI Jakarta, 13210",-6.1864935913134,106.88477585532544
11802,2020-09-01,Kebakaran,"Jl.Swadaya 2 J, Tanjung Barat, Jagakarsa,  Kota Administrasi Jakarta Selatan","Jalan Swadaya 2, Jagakarsa, DKI Jakarta, 12630",-6.354480011553733,106.80089002791834
