tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-05-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Raya Bogor KM.19 No..7,Kampung Tengah,Kramat Jati, Kota Administrasi Jakarta Timur,0,0,,
2020-05-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Perumahan Permata KSB Penggilingan Blok G-7,Penggilingan,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-05-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kemang 1C,Bangka,Mampang Prapatan, Kota Administrasi Jakarta Selatan,1,20000000,,
2020-05-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Ps.Minggu Komp.Garuda Indonesia,kalibata,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Penyelamatan,Penyelamatan Transportasi,Masyarakat Telepon,Jl.Pangeran Antasari,Cilandak Barat,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Ragunan No..1 ( GOR Pasar Minggu ),Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Kantor Kelurahan kebagusan,Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Manggar, Blok. K, No.8",Lagoa,Koja, Kota Administrasi Jakarta Utara,1,10000000,,
2020-05-08,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Jl. Kelapa Dua Cilincing,Cilincing,Cilincing, Kota Administrasi Jakarta Utara,0,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. PKP Raya, No.34",Kelapa dua Wetan,Ciracas, Kota Administrasi Jakarta Timur,2,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Kebon Jahe, No.26B",Petojo Selatan ,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Teratai 8,Jembatan Lima,Tambora, Kota Administrasi Jakarta Barat,0,500000,,
2020-05-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Lagoa Kamal No. 60,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,0,0,,
2020-05-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kemuning IV,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Cilandak KKO,",Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Ahmad Yani ( Pintu Tol Rawamangun Arah cawang ),Rawamangun,Pulogadung, Kota Administrasi Jakarta Timur,0,20000000,,
2020-05-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Bandeng 3 No. 5,Jati,Pulogadung, Kota Administrasi Jakarta Timur,1,30000000,,
2020-05-09,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Pemadam,Jalan Raya Di Wilayah Kecamatan Tanah Abang,Gelora,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-05-09,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Jl. Percetakan Negara 2 (Kantor Sektor Johar Baru),Johar Baru,Johar Baru, Kota Administrasi Jakarta Pusat,0,0,,
