tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Kebon Pala 3,Kebon Melati,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Anyer,Menteng,Menteng, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Ahmad Yani,Cempaka Putih Timur,Cempaka Putih, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Dwi Warna,Kartini,Sawah Besar, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Gardu Asem,Kemayoran,Kemayoran, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Tanjung Selor,Cideng,Gambir, Kota Administrasi Jakarta Pusat,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Rawadas,Pondok Kopi,Duren Sawit, Kota Administrasi Jakarta Timur,0,0,,
2020-11-08,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Jabir,Ragunan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Garnisun 1 (Hotel Aryaduta),Karet Semanggi,Setiabudi, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Delman Utama,Kebayoran Lama Utara,Kebayoran Lama, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Jatipadang Raya,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Penyelamatan Transportasi,Masyarakat Telepon,"Jl. Ciputat Raya (Pertigaan Gintung), Kel. Rempoa, Kec. Ciputat Timur, Tangsel",Tangerang,Tangerang,Kota Tangerang,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Brigif Raya,Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Komplek DPR, Blok F",Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Raya Kalibata (Depan Kalibata Mall),Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl. Raya Kampus Stekpi (Depan Komp. DPR Blok A),Rawajati,Pancoran, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Instansi Lain,Jl. NIS Jeruk Purut ,Cilandak Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Instansi Lain,Komplek Jatipadang Baru,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Instansi Lain,"Jl. Kebagusan III, Jl. Kebagusan Besar, Jl. Waru dan Jl. Sepat",Kebagusan,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-11-08,Bantuan Operasi,Bantuan Operasi Lainnya,Petugas Instansi Lain,Lingkungan Kelurahan Pejaten Timur,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
