tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,,
2020-08-09,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Jendral Sudirman,Karet Tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat,0,0,,
2020-08-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pantai Indah Utara No.9 Blok AS,Kapuk Muara,Penjaringan, Kota Administrasi Jakarta Utara,0,1000000,,
2020-08-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. E2, E3 Dan Gg. F",Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara,50,500000000,,
2020-08-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Keamanan Dalam I,Keagungan,Tamansari, Kota Administrasi Jakarta Barat,1,30000000,,
2020-08-09,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,"Kampung Pedaengan, Jl. Raya Penggilingan",Cakung barat,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-08-09,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"PT. Wintrad Jaya, Jl. Raya Penggilingan",Cakung Barat,Cakung, Kota Administrasi Jakarta Timur,0,0,,
2020-08-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Warakas IIGg. I,Warakas,Tanjung Priok, Kota Administrasi Jakarta Utara,0,0,,
2020-08-09,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Datang,Kantor Sektor Kembangan Jakarta Barat,Kembangan Selatan,Kembangan, Kota Administrasi Jakarta Barat,0,0,,
2020-08-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Jatipadang Baru,Jatipadang,Pasar Minggu, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kavling Lestari III No.F3,Lebak Bulus,Cilandak, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-09,Penyelamatan,Penyelamatan Transportasi,Petugas Instansi Lain,"Jl. M. Kahfi I, Warung Sila",Cipedak,Jagakarsa, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-09,Penyelamatan,Penyelamatan Transportasi,Masyarakat Telepon,Jl. Sawo IV,Manggarai Selatan,Tebet, Kota Administrasi Jakarta Selatan,0,0,,
2020-08-09,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Telepon,Jl. Cakung Cilincing Raya,Semper Barat,Cilincing, Kota Administrasi Jakarta Utara,0,0,,
2020-08-10,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Raya PKP,Cibubur,Ciracas, Kota Administrasi Jakarta Timur,0,0,,
2020-08-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kebon Jeruk Raya No. 6,Kebon jeruk,Kebun Jeruk, Kota Administrasi Jakarta Barat,0,10000000,,
